Inning,TopBottom,Ball,Strike,Out,First,Second,Third,Pitcher,PitcherLR,Batter,BatterLR,PitchType,PitchSpeed,PitchLocation,CatcherLocation,PitchResult,UncaughtThirdStrike,KorBB,HitResult,HitType,Catch,OutsOnPlay,ScoresOnPlay,Timestamp,Memo
2,表,0,0,0,false,false,false,蔵口　敦,右,相上征士郎,右,ストレート,,14,0,空振,false,,,,,0,0,,
2,表,0,1,0,false,false,false,蔵口　敦,右,相上征士郎,右,スライダー,,14,0,空振,false,,,,,0,0,,
2,表,0,2,0,false,false,false,蔵口　敦,右,相上征士郎,右,スライダー,,14,0,空振,false,空三振,,,,1,0,,
2,表,0,0,1,false,false,false,蔵口　敦,右,越野虎次郎,右,ストレート,,3,0,見送,false,,,,,0,0,,
2,表,0,1,1,false,false,false,蔵口　敦,右,越野虎次郎,右,ストレート,,12,0,ボール,false,,,,,0,0,,
2,表,1,1,1,false,false,false,蔵口　敦,右,越野虎次郎,右,スライダー,,7,0,見送,false,,,,,0,0,,
2,表,1,2,1,false,false,false,蔵口　敦,右,越野虎次郎,右,スライダー,,14,0,空振,false,空三振,,,,1,0,,
2,表,0,0,2,false,false,false,蔵口　敦,右,藤浦未来洋,右,スライダー,,14,0,空振,false,,,,,0,0,,
2,表,0,1,2,false,false,false,蔵口　敦,右,藤浦未来洋,右,チェンジ,,13,0,ボール,false,,,,,0,0,,
2,表,1,1,2,false,false,false,蔵口　敦,右,藤浦未来洋,右,スライダー,,9,0,見送,false,,,,,0,0,,
2,表,1,2,2,false,false,false,蔵口　敦,右,藤浦未来洋,右,ストレート,,14,0,空振,false,空三振,,,,1,0,,
2,裏,0,0,0,false,false,false,小野颯太,右,清水快真,左,ストレート,,9,0,見送,false,,,,,0,0,,
2,裏,0,1,0,false,false,false,小野颯太,右,前谷内琉斗,左,スライダー,,14,0,ボール,false,,,,,0,0,,
2,裏,1,1,0,false,false,false,小野颯太,右,前谷内琉斗,左,ストレート,,11,0,ボール,false,,,,,0,0,,
2,裏,2,1,0,false,false,false,小野颯太,右,前谷内琉斗,左,ストレート,,11,0,ボール,false,,,,,0,0,,
2,裏,3,1,0,false,false,false,小野颯太,右,前谷内琉斗,左,ストレート,,11,0,ボール,false,四球,,,,0,0,,
2,裏,0,0,0,true,false,false,上野光大郎,右,清水快真,左,ストレート,,14,0,ボール,false,,,,,0,0,,
2,裏,1,0,0,true,false,false,上野光大郎,右,清水快真,左,ストレート,,13,0,ボール,false,,,,,0,0,,
2,裏,2,0,0,true,false,false,上野光大郎,右,清水快真,左,ストレート,,14,0,ボール,false,,,,,0,0,,
2,裏,3,0,0,true,false,false,上野光大郎,右,清水快真,左,ストレート,,9,0,見送,false,,,,,0,0,,
2,裏,3,1,0,true,false,false,上野光大郎,右,清水快真,左,チェンジ,,5,0,見送,false,,,,,0,0,,
2,裏,3,2,0,true,false,false,上野光大郎,右,清水快真,左,ストレート,,13,0,ボール,false,四球,,,,0,0,,
2,裏,0,0,0,true,true,false,上野光大郎,右,細川太志,左,ストレート,,14,0,ボール,false,,,,,0,0,,
2,裏,1,0,0,true,true,false,上野光大郎,右,細川太志,左,スライダー,,14,0,ボール,false,,,,,0,0,,
2,裏,2,0,0,true,true,false,上野光大郎,右,細川太志,左,ストレート,,5,0,インプレー,false,,犠打,ゴロ,三,1,0,,
2,裏,0,0,1,false,true,true,上野光大郎,右,中野心惇,右,スライダー,,14,0,ボール,false,,,,,0,0,,
2,裏,1,0,1,false,true,true,上野光大郎,右,中野心惇,右,ストレート,,13,0,ボール,false,,,,,0,0,,
2,裏,2,0,1,false,true,true,上野光大郎,右,中野心惇,右,カーブ,,11,0,ボール,false,,,,,0,0,,
2,裏,3,0,1,false,true,true,上野光大郎,右,中野心惇,右,ストレート,,14,0,ボール,false,四球,,,,0,0,,
2,裏,0,0,1,true,true,true,上野光大郎,右,山本翔士,左,ストレート,,7,0,見送,false,,,,,0,0,,
2,裏,0,1,1,true,true,true,上野光大郎,右,山本翔士,左,チェンジ,,12,0,ボール,false,,,,,0,0,,
2,裏,1,1,1,true,true,true,上野光大郎,右,山本翔士,左,ストレート,,6,0,インプレー,false,,単打,ゴロ,右,0,1,,V2
2,裏,0,0,1,true,true,true,上野光大郎,右,架谷　岳,右,カーブ,,9,0,見送,false,,,,,0,0,,
2,裏,0,1,1,true,true,true,上野光大郎,右,架谷　岳,右,ストレート,,1,0,ファール,false,,,,,0,0,,
2,裏,0,2,1,true,true,true,上野光大郎,右,架谷　岳,右,ストレート,,14,0,ボール,false,,,,,0,0,,
2,裏,1,2,1,true,true,true,上野光大郎,右,架谷　岳,右,カーブ,,6,0,ファール,false,,,,,0,0,,
2,裏,1,2,1,true,true,true,上野光大郎,右,架谷　岳,右,ストレート,,14,0,ボール,false,,,,,0,0,,
2,裏,2,2,1,true,true,true,上野光大郎,右,架谷　岳,右,スライダー,,11,0,ボール,false,,,,,0,0,,
2,裏,3,2,1,true,true,true,上野光大郎,右,架谷　岳,右,,,3,0,インプレー,false,,犠飛,フライ,右,1,1,,V7
2,裏,0,0,2,true,false,true,上野光大郎,右,柳島颯大,左,ストレート,,14,0,ボール,false,,,,,0,0,,
2,裏,1,0,2,true,false,true,上野光大郎,右,柳島颯大,左,ストレート,,7,0,ファール,false,,,,,0,0,,
2,裏,1,1,2,true,false,true,上野光大郎,右,柳島颯大,左,ストレート,,11,0,ボール,false,,,,,0,0,,
2,裏,2,1,2,true,false,true,上野光大郎,右,柳島颯大,左,ストレート,,7,0,インプレー,false,,凡打,ゴロ,二,1,0,,P3
3,表,0,0,0,false,false,false,蔵口　敦,右,淀川理久,左,ストレート,,11,0,ボール,false,,,,,0,0,,
3,表,1,0,0,false,false,false,蔵口　敦,右,淀川理久,左,ストレート,,8,0,見送,false,,,,,0,0,,
3,表,1,1,0,false,false,false,蔵口　敦,右,淀川理久,左,ストレート,,3,0,ファール,false,,,,,0,0,,
3,表,1,2,0,false,false,false,蔵口　敦,右,淀川理久,左,スライダー,,13,0,ボール,false,,,,,0,0,,
