Inning,TopBottom,Ball,Strike,Out,First,Second,Third,Pitcher,PitcherLR,Batter,BatterLR,PitchType,PitchSpeed,PitchLocation,CatcherLocation,PitchResult,UncaughtThirdStrike,KorBB,HitResult,HitType,Catch,OutsOnPlay,ScoresOnPlay,Timestamp,Memo
1,表,0,0,0,false,false,false,仙石力也,右,新田恭也,左,ストレート,,11,3,ボール,false,,,,,0,0,,
1,表,1,0,0,false,false,false,仙石力也,右,新田恭也,左,ストレート,,11,2,ボール,false,,,,,0,0,,
1,表,2,0,0,false,false,false,仙石力也,右,新田恭也,左,ストレート,,1,1,見送,false,,,,,0,0,,
1,表,2,1,0,false,false,false,仙石力也,右,新田恭也,左,ストレート,,5,1,見送,false,,,,,0,0,,
1,表,2,2,0,false,false,false,仙石力也,右,新田恭也,左,シュート,,7,3,インプレー,false,,凡打,ゴロ,三,1,0,,F2
1,表,0,0,1,false,false,false,仙石力也,右,三島袈夢,左,カーブ,,9,1,見送,false,,,,,0,0,,
1,表,0,1,1,false,false,false,仙石力也,右,三島袈夢,左,ストレート,,2,2,ファール,false,,,,,0,0,,
1,表,0,2,1,false,false,false,仙石力也,右,三島袈夢,左,ストレート,,11,3,ボール,false,,,,,0,0,,
1,表,1,2,1,false,false,false,仙石力也,右,三島袈夢,左,ストレート,,12,1,ボール,false,,,,,0,0,,
1,表,2,2,1,false,false,false,仙石力也,右,三島袈夢,左,チェンジ,,11,0,ファール,false,,,,,0,0,,
1,表,2,2,1,false,false,false,仙石力也,右,三島袈夢,左,チェンジ,,7,1,インプレー,false,,二塁打,ライナー,右,0,0,,X5
1,表,0,0,1,false,true,false,仙石力也,右,川合錬磨,右,スライダー,,6,1,見送,false,,,,,0,0,,
1,表,0,1,1,false,true,false,仙石力也,右,川合錬磨,右,ストレート,,12,1,ボール,false,,,,,0,0,,
1,表,1,1,1,false,true,false,仙石力也,右,川合錬磨,右,スライダー,,11,1,ボール,false,,,,,0,0,,
1,表,2,1,1,false,true,false,仙石力也,右,川合錬磨,右,チェンジ,,5,2,インプレー,false,,凡打,フライ,一,1,0,,W4
1,表,0,0,2,false,true,false,仙石力也,右,南　早羽己,左,ストレート,,13,3,ボール,false,,,,,0,0,,
1,表,1,0,2,false,true,false,仙石力也,右,南　早羽己,左,ストレート,,4,3,見送,false,,,,,0,0,,
1,表,1,1,2,false,true,false,仙石力也,右,南　早羽己,左,ストレート,,14,2,ボール,false,,,,,0,0,,
1,表,2,1,2,false,true,false,仙石力也,右,南　早羽己,左,ストレート,,4,3,ファール,false,,,,,0,0,,
1,表,2,2,2,false,true,false,仙石力也,右,南　早羽己,左,ストレート,,7,3,インプレー,false,,単打,ゴロ,三,0,0,,C2
1,表,0,0,2,true,false,true,仙石力也,右,角尾頼尊,右,スライダー,,4,2,見送,false,,,,,0,0,,
1,表,0,1,2,true,false,true,仙石力也,右,角尾頼尊,右,チェンジ,,8,1,空振,false,,,,,0,0,,
1,表,0,2,2,true,false,true,仙石力也,右,角尾頼尊,右,ストレート,,12,2,ボール,false,,,,,0,0,,
1,表,1,2,2,true,false,true,仙石力也,右,角尾頼尊,右,,,0,1,牽制,false,,,,,0,0,,
1,表,1,2,2,true,false,true,仙石力也,右,角尾頼尊,右,スライダー,,8,1,ファール,false,,,,,0,0,,
1,表,1,2,2,true,false,true,仙石力也,右,角尾頼尊,右,スライダー,,11,1,ボール,false,,,,,0,0,,
1,表,2,2,2,true,false,true,仙石力也,右,角尾頼尊,右,ストレート,,9,1,インプレー,false,,凡打,ゴロ,投,1,0,,N2
1,裏,0,0,0,false,false,false,大槇優斗,右,加藤遥人,右,ストレート,,3,1,ファール,false,,,,,0,0,,
1,裏,0,1,0,false,false,false,大槇優斗,右,加藤遥人,右,ストレート,,14,1,ボール,false,,,,,0,0,,
1,裏,1,1,0,false,false,false,大槇優斗,右,加藤遥人,右,スライダー,,12,1,ボール,false,,,,,0,0,,
1,裏,2,1,0,false,false,false,大槇優斗,右,加藤遥人,右,スライダー,,0,1,空振,false,,,,,0,0,,
1,裏,2,2,0,false,false,false,大槇優斗,右,加藤遥人,右,スライダー,,9,1,インプレー,false,,凡打,ゴロ,一,1,0,,V2
1,裏,0,0,1,false,false,false,大槇優斗,右,唐澤　旬,左,スライダー,,1,1,見送,false,,,,,0,0,,
1,裏,0,1,1,false,false,false,大槇優斗,右,唐澤　旬,左,ストレート,,11,3,ボール,false,,,,,0,0,,
1,裏,1,1,1,false,false,false,大槇優斗,右,唐澤　旬,左,スライダー,,13,2,空振,false,,,,,0,0,,
1,裏,1,2,1,false,false,false,大槇優斗,右,唐澤　旬,左,ストレート,,11,3,ボール,false,,,,,0,0,,
1,裏,2,2,1,false,false,false,大槇優斗,右,唐澤　旬,左,ストレート,,12,1,ボール,false,,,,,0,0,,
1,裏,3,2,1,false,false,false,大槇優斗,右,唐澤　旬,左,ストレート,,11,2,ボール,false,四球,,,,0,0,,
1,裏,0,0,1,true,false,false,大槇優斗,右,亀澤祐貴,右,スライダー,,2,1,インプレー,false,,犠打,ゴロ,二,1,0,,
1,裏,0,0,2,false,true,false,大槇優斗,右,久保田大成,右,カーブ,,5,1,見送,false,,,,,0,0,,
1,裏,0,1,2,false,true,false,大槇優斗,右,久保田大成,右,スライダー,,14,1,ボール,false,,,,,0,0,,
1,裏,1,1,2,false,true,false,大槇優斗,右,久保田大成,右,スライダー,,6,1,空振,false,,,,,0,0,,
1,裏,1,2,2,false,true,false,大槇優斗,右,久保田大成,右,カーブ,,14,1,空振,false,空三振,,,,1,0,,
2,表,0,0,0,false,false,false,仙石力也,右,今岡歩夢,左,スライダー,,7,1,インプレー,false,,凡打,ゴロ,投,1,0,,N2
2,表,0,0,1,false,false,false,仙石力也,右,岸田脩汰,右,カーブ,,11,1,死球,false,,,,,0,0,,
